type,category,question,answer,clean_text,spu_id,spu_name,sub_category,brand,specs,description,rule_id,rule_category,rule_title,rule_content,session_id,turn_id,role,message,intent_label
product,家居,,,耐克官方正品耐克 沙发 055型，规格: 旗舰版。支持全国联保，多功能收纳。已通过家居行业标准认证。,SPU001055,耐克 沙发 055型,沙发,耐克,规格: 旗舰版,耐克官方正品耐克 沙发 055型，规格: 旗舰版。支持全国联保，多功能收纳。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,华为官方正品华为 沙发 056型，重量: 13.3kg。支持全国联保，人体工学设计。已通过家居行业标准认证。,SPU001056,华为 沙发 056型,沙发,华为,重量: 13.3kg,华为官方正品华为 沙发 056型，重量: 13.3kg。支持全国联保，人体工学设计。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,科沃斯官方正品科沃斯 床垫 057型，规格: 标准版 | 颜色: 经典黑 | 重量: 11.5kg。支持全国联保，北欧简约风格。已通过家居行业标准认证。,SPU001057,科沃斯 床垫 057型,床垫,科沃斯,规格: 标准版 | 颜色: 经典黑 | 重量: 11.5kg,科沃斯官方正品科沃斯 床垫 057型，规格: 标准版 | 颜色: 经典黑 | 重量: 11.5kg。支持全国联保，北欧简约风格。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,科沃斯官方正品科沃斯 床垫 058型，重量: 18.8kg | 颜色: 星空灰 | 规格: Lite版。支持全国联保，北欧简约风格。已通过家居行业标准认证。,SPU001058,科沃斯 床垫 058型,床垫,科沃斯,重量: 18.8kg | 颜色: 星空灰 | 规格: Lite版,科沃斯官方正品科沃斯 床垫 058型，重量: 18.8kg | 颜色: 星空灰 | 规格: Lite版。支持全国联保，北欧简约风格。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,李宁李宁 床垫 059型，重量: 18.5kg。家居品类热销产品，累计好评33万+。实木环保材质,SPU001059,李宁 床垫 059型,床垫,李宁,重量: 18.5kg,李宁李宁 床垫 059型，重量: 18.5kg。家居品类热销产品，累计好评33万+。实木环保材质,,,,,,,,,
product,家居,,,李宁官方正品李宁 床垫 060型，颜色: 星空灰 | 规格: 升级版 | 重量: 18.4kg。支持全国联保，实木环保材质。已通过家居行业标准认证。,SPU001060,李宁 床垫 060型,床垫,李宁,颜色: 星空灰 | 规格: 升级版 | 重量: 18.4kg,李宁官方正品李宁 床垫 060型，颜色: 星空灰 | 规格: 升级版 | 重量: 18.4kg。支持全国联保，实木环保材质。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,苹果官方正品苹果 床垫 061型，规格: Pro版。支持全国联保，人体工学设计。已通过家居行业标准认证。,SPU001061,苹果 床垫 061型,床垫,苹果,规格: Pro版,苹果官方正品苹果 床垫 061型，规格: Pro版。支持全国联保，人体工学设计。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,三只松鼠官方正品三只松鼠 床垫 062型，规格: 旗舰版。支持全国联保，人体工学设计。已通过家居行业标准认证。,SPU001062,三只松鼠 床垫 062型,床垫,三只松鼠,规格: 旗舰版,三只松鼠官方正品三只松鼠 床垫 062型，规格: 旗舰版。支持全国联保，人体工学设计。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,科沃斯科沃斯 床垫 063型，规格: 旗舰版 | 颜色: 星空灰。家居品类热销产品，累计好评45万+。人体工学设计,SPU001063,科沃斯 床垫 063型,床垫,科沃斯,规格: 旗舰版 | 颜色: 星空灰,科沃斯科沃斯 床垫 063型，规格: 旗舰版 | 颜色: 星空灰。家居品类热销产品，累计好评45万+。人体工学设计,,,,,,,,,
product,家居,,,三只松鼠三只松鼠 床垫 064型，规格: Lite版 | 颜色: 雾霾蓝。家居品类热销产品，累计好评19万+。北欧简约风格,SPU001064,三只松鼠 床垫 064型,床垫,三只松鼠,规格: Lite版 | 颜色: 雾霾蓝,三只松鼠三只松鼠 床垫 064型，规格: Lite版 | 颜色: 雾霾蓝。家居品类热销产品，累计好评19万+。北欧简约风格,,,,,,,,,
product,家居,,,安踏官方正品安踏 床垫 065型，颜色: 雾霾蓝。支持全国联保，实木环保材质。已通过家居行业标准认证。,SPU001065,安踏 床垫 065型,床垫,安踏,颜色: 雾霾蓝,安踏官方正品安踏 床垫 065型，颜色: 雾霾蓝。支持全国联保，实木环保材质。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,三只松鼠三只松鼠 床垫 066型，颜色: 星空灰 | 重量: 11.8kg | 规格: Pro版。家居品类热销产品，累计好评7万+。北欧简约风格,SPU001066,三只松鼠 床垫 066型,床垫,三只松鼠,颜色: 星空灰 | 重量: 11.8kg | 规格: Pro版,三只松鼠三只松鼠 床垫 066型，颜色: 星空灰 | 重量: 11.8kg | 规格: Pro版。家居品类热销产品，累计好评7万+。北欧简约风格,,,,,,,,,
product,家居,,,格力格力 床垫 067型，颜色: 经典黑。家居品类热销产品，累计好评28万+。北欧简约风格,SPU001067,格力 床垫 067型,床垫,格力,颜色: 经典黑,格力格力 床垫 067型，颜色: 经典黑。家居品类热销产品，累计好评28万+。北欧简约风格,,,,,,,,,
product,家居,,,耐克官方正品耐克 床垫 068型，规格: Pro版 | 颜色: 樱花粉 | 重量: 16.1kg。支持全国联保，人体工学设计。已通过家居行业标准认证。,SPU001068,耐克 床垫 068型,床垫,耐克,规格: Pro版 | 颜色: 樱花粉 | 重量: 16.1kg,耐克官方正品耐克 床垫 068型，规格: Pro版 | 颜色: 樱花粉 | 重量: 16.1kg。支持全国联保，人体工学设计。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,【格力旗舰店】格力 床垫 069型，颜色: 樱花粉 | 规格: Pro版。实木环保材质。现在下单享买二免一。,SPU001069,格力 床垫 069型,床垫,格力,颜色: 樱花粉 | 规格: Pro版,【格力旗舰店】格力 床垫 069型，颜色: 樱花粉 | 规格: Pro版。实木环保材质。现在下单享买二免一。,,,,,,,,,
product,家居,,,海尔官方正品海尔 床垫 070型，颜色: 樱花粉 | 规格: Lite版。支持全国联保，北欧简约风格。已通过家居行业标准认证。,SPU001070,海尔 床垫 070型,床垫,海尔,颜色: 樱花粉 | 规格: Lite版,海尔官方正品海尔 床垫 070型，颜色: 樱花粉 | 规格: Lite版。支持全国联保，北欧简约风格。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,华为华为 床垫 071型，重量: 0.2kg | 颜色: 星空灰。家居品类热销产品，累计好评46万+。北欧简约风格,SPU001071,华为 床垫 071型,床垫,华为,重量: 0.2kg | 颜色: 星空灰,华为华为 床垫 071型，重量: 0.2kg | 颜色: 星空灰。家居品类热销产品，累计好评46万+。北欧简约风格,,,,,,,,,
product,家居,,,【三星旗舰店】三星 床垫 072型，规格: 旗舰版。多功能收纳。现在下单享赠品随单送。,SPU001072,三星 床垫 072型,床垫,三星,规格: 旗舰版,【三星旗舰店】三星 床垫 072型，规格: 旗舰版。多功能收纳。现在下单享赠品随单送。,,,,,,,,,
product,家居,,,格力官方正品格力 床垫 073型，重量: 17.4kg。支持全国联保，实木环保材质。已通过家居行业标准认证。,SPU001073,格力 床垫 073型,床垫,格力,重量: 17.4kg,格力官方正品格力 床垫 073型，重量: 17.4kg。支持全国联保，实木环保材质。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,【兰蔻旗舰店】兰蔻 床垫 074型，颜色: 星空灰 | 重量: 24.8kg | 规格: 升级版。人体工学设计。现在下单享赠品随单送。,SPU001074,兰蔻 床垫 074型,床垫,兰蔻,颜色: 星空灰 | 重量: 24.8kg | 规格: 升级版,【兰蔻旗舰店】兰蔻 床垫 074型，颜色: 星空灰 | 重量: 24.8kg | 规格: 升级版。人体工学设计。现在下单享赠品随单送。,,,,,,,,,
product,家居,,,三星三星 床垫 075型，颜色: 雾霾蓝。家居品类热销产品，累计好评35万+。北欧简约风格,SPU001075,三星 床垫 075型,床垫,三星,颜色: 雾霾蓝,三星三星 床垫 075型，颜色: 雾霾蓝。家居品类热销产品，累计好评35万+。北欧简约风格,,,,,,,,,
product,家居,,,【伊利旗舰店】伊利 床垫 076型，重量: 16.5kg。多功能收纳。现在下单享买二免一。,SPU001076,伊利 床垫 076型,床垫,伊利,重量: 16.5kg,【伊利旗舰店】伊利 床垫 076型，重量: 16.5kg。多功能收纳。现在下单享买二免一。,,,,,,,,,
product,家居,,,阿迪达斯阿迪达斯 床垫 077型，重量: 2.2kg | 颜色: 经典黑。家居品类热销产品，累计好评49万+。人体工学设计,SPU001077,阿迪达斯 床垫 077型,床垫,阿迪达斯,重量: 2.2kg | 颜色: 经典黑,阿迪达斯阿迪达斯 床垫 077型，重量: 2.2kg | 颜色: 经典黑。家居品类热销产品，累计好评49万+。人体工学设计,,,,,,,,,
product,家居,,,百草味官方正品百草味 床垫 078型，规格: 旗舰版 | 颜色: 珍珠白。支持全国联保，多功能收纳。已通过家居行业标准认证。,SPU001078,百草味 床垫 078型,床垫,百草味,规格: 旗舰版 | 颜色: 珍珠白,百草味官方正品百草味 床垫 078型，规格: 旗舰版 | 颜色: 珍珠白。支持全国联保，多功能收纳。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,耐克官方正品耐克 床垫 079型，规格: 升级版 | 重量: 12.5kg | 颜色: 樱花粉。支持全国联保，多功能收纳。已通过家居行业标准认证。,SPU001079,耐克 床垫 079型,床垫,耐克,规格: 升级版 | 重量: 12.5kg | 颜色: 樱花粉,耐克官方正品耐克 床垫 079型，规格: 升级版 | 重量: 12.5kg | 颜色: 樱花粉。支持全国联保，多功能收纳。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,三只松鼠三只松鼠 床垫 080型，重量: 22.5kg。家居品类热销产品，累计好评18万+。多功能收纳,SPU001080,三只松鼠 床垫 080型,床垫,三只松鼠,重量: 22.5kg,三只松鼠三只松鼠 床垫 080型，重量: 22.5kg。家居品类热销产品，累计好评18万+。多功能收纳,,,,,,,,,
product,家居,,,资生堂资生堂 床垫 081型，规格: 升级版 | 重量: 22.7kg。家居品类热销产品，累计好评45万+。实木环保材质,SPU001081,资生堂 床垫 081型,床垫,资生堂,规格: 升级版 | 重量: 22.7kg,资生堂资生堂 床垫 081型，规格: 升级版 | 重量: 22.7kg。家居品类热销产品，累计好评45万+。实木环保材质,,,,,,,,,
product,家居,,,【蒙牛旗舰店】蒙牛 床垫 082型，重量: 13.6kg | 颜色: 樱花粉。人体工学设计。现在下单享买二免一。,SPU001082,蒙牛 床垫 082型,床垫,蒙牛,重量: 13.6kg | 颜色: 樱花粉,【蒙牛旗舰店】蒙牛 床垫 082型，重量: 13.6kg | 颜色: 樱花粉。人体工学设计。现在下单享买二免一。,,,,,,,,,
product,家居,,,阿迪达斯阿迪达斯 床垫 083型，规格: Pro版 | 颜色: 经典黑。家居品类热销产品，累计好评1万+。人体工学设计,SPU001083,阿迪达斯 床垫 083型,床垫,阿迪达斯,规格: Pro版 | 颜色: 经典黑,阿迪达斯阿迪达斯 床垫 083型，规格: Pro版 | 颜色: 经典黑。家居品类热销产品，累计好评1万+。人体工学设计,,,,,,,,,
product,家居,,,【苹果旗舰店】苹果 床垫 084型，重量: 0.6kg | 规格: 旗舰版 | 颜色: 珍珠白。多功能收纳。现在下单享赠品随单送。,SPU001084,苹果 床垫 084型,床垫,苹果,重量: 0.6kg | 规格: 旗舰版 | 颜色: 珍珠白,【苹果旗舰店】苹果 床垫 084型，重量: 0.6kg | 规格: 旗舰版 | 颜色: 珍珠白。多功能收纳。现在下单享赠品随单送。,,,,,,,,,
product,家居,,,百草味官方正品百草味 床垫 085型，规格: 升级版 | 颜色: 雾霾蓝 | 重量: 6.7kg。支持全国联保，多功能收纳。已通过家居行业标准认证。,SPU001085,百草味 床垫 085型,床垫,百草味,规格: 升级版 | 颜色: 雾霾蓝 | 重量: 6.7kg,百草味官方正品百草味 床垫 085型，规格: 升级版 | 颜色: 雾霾蓝 | 重量: 6.7kg。支持全国联保，多功能收纳。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,三只松鼠官方正品三只松鼠 床垫 086型，规格: 标准版。支持全国联保，多功能收纳。已通过家居行业标准认证。,SPU001086,三只松鼠 床垫 086型,床垫,三只松鼠,规格: 标准版,三只松鼠官方正品三只松鼠 床垫 086型，规格: 标准版。支持全国联保，多功能收纳。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,【资生堂旗舰店】资生堂 床垫 087型，规格: 旗舰版。实木环保材质。现在下单享限时包邮。,SPU001087,资生堂 床垫 087型,床垫,资生堂,规格: 旗舰版,【资生堂旗舰店】资生堂 床垫 087型，规格: 旗舰版。实木环保材质。现在下单享限时包邮。,,,,,,,,,
product,家居,,,资生堂资生堂 床垫 088型，颜色: 珍珠白 | 重量: 4.8kg | 规格: Pro版。家居品类热销产品，累计好评36万+。实木环保材质,SPU001088,资生堂 床垫 088型,床垫,资生堂,颜色: 珍珠白 | 重量: 4.8kg | 规格: Pro版,资生堂资生堂 床垫 088型，颜色: 珍珠白 | 重量: 4.8kg | 规格: Pro版。家居品类热销产品，累计好评36万+。实木环保材质,,,,,,,,,
product,家居,,,百草味百草味 床垫 089型，规格: Pro版。家居品类热销产品，累计好评14万+。北欧简约风格,SPU001089,百草味 床垫 089型,床垫,百草味,规格: Pro版,百草味百草味 床垫 089型，规格: Pro版。家居品类热销产品，累计好评14万+。北欧简约风格,,,,,,,,,
product,家居,,,【三星旗舰店】三星 床垫 090型，颜色: 星空灰 | 规格: Pro版 | 重量: 10.5kg。多功能收纳。现在下单享买二免一。,SPU001090,三星 床垫 090型,床垫,三星,颜色: 星空灰 | 规格: Pro版 | 重量: 10.5kg,【三星旗舰店】三星 床垫 090型，颜色: 星空灰 | 规格: Pro版 | 重量: 10.5kg。多功能收纳。现在下单享买二免一。,,,,,,,,,
product,家居,,,耐克耐克 床垫 091型，颜色: 星空灰。家居品类热销产品，累计好评8万+。多功能收纳,SPU001091,耐克 床垫 091型,床垫,耐克,颜色: 星空灰,耐克耐克 床垫 091型，颜色: 星空灰。家居品类热销产品，累计好评8万+。多功能收纳,,,,,,,,,
product,家居,,,【安踏旗舰店】安踏 床垫 092型，颜色: 星空灰 | 重量: 11.7kg | 规格: 升级版。实木环保材质。现在下单享买二免一。,SPU001092,安踏 床垫 092型,床垫,安踏,颜色: 星空灰 | 重量: 11.7kg | 规格: 升级版,【安踏旗舰店】安踏 床垫 092型，颜色: 星空灰 | 重量: 11.7kg | 规格: 升级版。实木环保材质。现在下单享买二免一。,,,,,,,,,
product,家居,,,小米小米 床垫 093型，重量: 0.8kg。家居品类热销产品，累计好评15万+。多功能收纳,SPU001093,小米 床垫 093型,床垫,小米,重量: 0.8kg,小米小米 床垫 093型，重量: 0.8kg。家居品类热销产品，累计好评15万+。多功能收纳,,,,,,,,,
product,家居,,,三星官方正品三星 床垫 094型，重量: 19.2kg | 颜色: 樱花粉 | 规格: 标准版。支持全国联保，实木环保材质。已通过家居行业标准认证。,SPU001094,三星 床垫 094型,床垫,三星,重量: 19.2kg | 颜色: 樱花粉 | 规格: 标准版,三星官方正品三星 床垫 094型，重量: 19.2kg | 颜色: 樱花粉 | 规格: 标准版。支持全国联保，实木环保材质。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,【阿迪达斯旗舰店】阿迪达斯 床垫 095型，颜色: 樱花粉 | 重量: 14.8kg。人体工学设计。现在下单享30天价保。,SPU001095,阿迪达斯 床垫 095型,床垫,阿迪达斯,颜色: 樱花粉 | 重量: 14.8kg,【阿迪达斯旗舰店】阿迪达斯 床垫 095型，颜色: 樱花粉 | 重量: 14.8kg。人体工学设计。现在下单享30天价保。,,,,,,,,,
product,家居,,,【欧莱雅旗舰店】欧莱雅 床垫 096型，重量: 6.3kg | 颜色: 经典黑。人体工学设计。现在下单享买二免一。,SPU001096,欧莱雅 床垫 096型,床垫,欧莱雅,重量: 6.3kg | 颜色: 经典黑,【欧莱雅旗舰店】欧莱雅 床垫 096型，重量: 6.3kg | 颜色: 经典黑。人体工学设计。现在下单享买二免一。,,,,,,,,,
product,家居,,,蒙牛蒙牛 床垫 097型，颜色: 经典黑。家居品类热销产品，累计好评33万+。人体工学设计,SPU001097,蒙牛 床垫 097型,床垫,蒙牛,颜色: 经典黑,蒙牛蒙牛 床垫 097型，颜色: 经典黑。家居品类热销产品，累计好评33万+。人体工学设计,,,,,,,,,
product,家居,,,【阿迪达斯旗舰店】阿迪达斯 床垫 098型，规格: 标准版 | 重量: 7.2kg。北欧简约风格。现在下单享赠品随单送。,SPU001098,阿迪达斯 床垫 098型,床垫,阿迪达斯,规格: 标准版 | 重量: 7.2kg,【阿迪达斯旗舰店】阿迪达斯 床垫 098型，规格: 标准版 | 重量: 7.2kg。北欧简约风格。现在下单享赠品随单送。,,,,,,,,,
product,家居,,,华为官方正品华为 床垫 099型，重量: 7.1kg | 颜色: 星空灰 | 规格: 旗舰版。支持全国联保，北欧简约风格。已通过家居行业标准认证。,SPU001099,华为 床垫 099型,床垫,华为,重量: 7.1kg | 颜色: 星空灰 | 规格: 旗舰版,华为官方正品华为 床垫 099型，重量: 7.1kg | 颜色: 星空灰 | 规格: 旗舰版。支持全国联保，北欧简约风格。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,【格力旗舰店】格力 床垫 100型，颜色: 经典黑 | 规格: Lite版 | 重量: 8.2kg。北欧简约风格。现在下单享30天价保。,SPU001100,格力 床垫 100型,床垫,格力,颜色: 经典黑 | 规格: Lite版 | 重量: 8.2kg,【格力旗舰店】格力 床垫 100型，颜色: 经典黑 | 规格: Lite版 | 重量: 8.2kg。北欧简约风格。现在下单享30天价保。,,,,,,,,,
product,家居,,,伊利官方正品伊利 床垫 101型，重量: 3.9kg | 规格: Pro版 | 颜色: 雾霾蓝。支持全国联保，人体工学设计。已通过家居行业标准认证。,SPU001101,伊利 床垫 101型,床垫,伊利,重量: 3.9kg | 规格: Pro版 | 颜色: 雾霾蓝,伊利官方正品伊利 床垫 101型，重量: 3.9kg | 规格: Pro版 | 颜色: 雾霾蓝。支持全国联保，人体工学设计。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,【兰蔻旗舰店】兰蔻 床垫 102型，颜色: 经典黑。北欧简约风格。现在下单享30天价保。,SPU001102,兰蔻 床垫 102型,床垫,兰蔻,颜色: 经典黑,【兰蔻旗舰店】兰蔻 床垫 102型，颜色: 经典黑。北欧简约风格。现在下单享30天价保。,,,,,,,,,
product,家居,,,【苹果旗舰店】苹果 床垫 103型，颜色: 樱花粉 | 重量: 3.8kg。人体工学设计。现在下单享限时包邮。,SPU001103,苹果 床垫 103型,床垫,苹果,颜色: 樱花粉 | 重量: 3.8kg,【苹果旗舰店】苹果 床垫 103型，颜色: 樱花粉 | 重量: 3.8kg。人体工学设计。现在下单享限时包邮。,,,,,,,,,
product,家居,,,耐克官方正品耐克 床垫 104型，颜色: 樱花粉。支持全国联保，人体工学设计。已通过家居行业标准认证。,SPU001104,耐克 床垫 104型,床垫,耐克,颜色: 樱花粉,耐克官方正品耐克 床垫 104型，颜色: 樱花粉。支持全国联保，人体工学设计。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,兰蔻兰蔻 床垫 105型，重量: 17.3kg | 规格: 标准版 | 颜色: 经典黑。家居品类热销产品，累计好评33万+。实木环保材质,SPU001105,兰蔻 床垫 105型,床垫,兰蔻,重量: 17.3kg | 规格: 标准版 | 颜色: 经典黑,兰蔻兰蔻 床垫 105型，重量: 17.3kg | 规格: 标准版 | 颜色: 经典黑。家居品类热销产品，累计好评33万+。实木环保材质,,,,,,,,,
product,家居,,,欧莱雅官方正品欧莱雅 床垫 106型，重量: 3.0kg | 颜色: 星空灰 | 规格: Pro版。支持全国联保，实木环保材质。已通过家居行业标准认证。,SPU001106,欧莱雅 床垫 106型,床垫,欧莱雅,重量: 3.0kg | 颜色: 星空灰 | 规格: Pro版,欧莱雅官方正品欧莱雅 床垫 106型，重量: 3.0kg | 颜色: 星空灰 | 规格: Pro版。支持全国联保，实木环保材质。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,【小米旗舰店】小米 床垫 107型，颜色: 星空灰。实木环保材质。现在下单享限时包邮。,SPU001107,小米 床垫 107型,床垫,小米,颜色: 星空灰,【小米旗舰店】小米 床垫 107型，颜色: 星空灰。实木环保材质。现在下单享限时包邮。,,,,,,,,,
product,家居,,,伊利伊利 床垫 108型，颜色: 星空灰 | 规格: Lite版。家居品类热销产品，累计好评35万+。实木环保材质,SPU001108,伊利 床垫 108型,床垫,伊利,颜色: 星空灰 | 规格: Lite版,伊利伊利 床垫 108型，颜色: 星空灰 | 规格: Lite版。家居品类热销产品，累计好评35万+。实木环保材质,,,,,,,,,
product,家居,,,蒙牛官方正品蒙牛 床垫 109型，颜色: 经典黑 | 重量: 6.1kg | 规格: Pro版。支持全国联保，多功能收纳。已通过家居行业标准认证。,SPU001109,蒙牛 床垫 109型,床垫,蒙牛,颜色: 经典黑 | 重量: 6.1kg | 规格: Pro版,蒙牛官方正品蒙牛 床垫 109型，颜色: 经典黑 | 重量: 6.1kg | 规格: Pro版。支持全国联保，多功能收纳。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,伊利官方正品伊利 床垫 110型，重量: 9.8kg | 颜色: 经典黑。支持全国联保，北欧简约风格。已通过家居行业标准认证。,SPU001110,伊利 床垫 110型,床垫,伊利,重量: 9.8kg | 颜色: 经典黑,伊利官方正品伊利 床垫 110型，重量: 9.8kg | 颜色: 经典黑。支持全国联保，北欧简约风格。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,耐克官方正品耐克 床垫 111型，规格: Lite版 | 颜色: 珍珠白。支持全国联保，北欧简约风格。已通过家居行业标准认证。,SPU001111,耐克 床垫 111型,床垫,耐克,规格: Lite版 | 颜色: 珍珠白,耐克官方正品耐克 床垫 111型，规格: Lite版 | 颜色: 珍珠白。支持全国联保，北欧简约风格。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,资生堂资生堂 床垫 112型，颜色: 珍珠白。家居品类热销产品，累计好评15万+。人体工学设计,SPU001112,资生堂 床垫 112型,床垫,资生堂,颜色: 珍珠白,资生堂资生堂 床垫 112型，颜色: 珍珠白。家居品类热销产品，累计好评15万+。人体工学设计,,,,,,,,,
product,家居,,,【李宁旗舰店】李宁 床垫 113型，规格: 标准版。多功能收纳。现在下单享限时包邮。,SPU001113,李宁 床垫 113型,床垫,李宁,规格: 标准版,【李宁旗舰店】李宁 床垫 113型，规格: 标准版。多功能收纳。现在下单享限时包邮。,,,,,,,,,
product,家居,,,资生堂资生堂 床垫 114型，颜色: 雾霾蓝。家居品类热销产品，累计好评37万+。多功能收纳,SPU001114,资生堂 床垫 114型,床垫,资生堂,颜色: 雾霾蓝,资生堂资生堂 床垫 114型，颜色: 雾霾蓝。家居品类热销产品，累计好评37万+。多功能收纳,,,,,,,,,
product,家居,,,格力格力 床垫 115型，重量: 24.7kg | 规格: 标准版 | 颜色: 珍珠白。家居品类热销产品，累计好评27万+。北欧简约风格,SPU001115,格力 床垫 115型,床垫,格力,重量: 24.7kg | 规格: 标准版 | 颜色: 珍珠白,格力格力 床垫 115型，重量: 24.7kg | 规格: 标准版 | 颜色: 珍珠白。家居品类热销产品，累计好评27万+。北欧简约风格,,,,,,,,,
product,家居,,,【格力旗舰店】格力 床垫 116型，规格: 升级版。实木环保材质。现在下单享限时包邮。,SPU001116,格力 床垫 116型,床垫,格力,规格: 升级版,【格力旗舰店】格力 床垫 116型，规格: 升级版。实木环保材质。现在下单享限时包邮。,,,,,,,,,
product,家居,,,三星三星 床垫 117型，规格: Pro版。家居品类热销产品，累计好评25万+。北欧简约风格,SPU001117,三星 床垫 117型,床垫,三星,规格: Pro版,三星三星 床垫 117型，规格: Pro版。家居品类热销产品，累计好评25万+。北欧简约风格,,,,,,,,,
product,家居,,,李宁官方正品李宁 床垫 118型，颜色: 珍珠白 | 规格: Pro版。支持全国联保，实木环保材质。已通过家居行业标准认证。,SPU001118,李宁 床垫 118型,床垫,李宁,颜色: 珍珠白 | 规格: Pro版,李宁官方正品李宁 床垫 118型，颜色: 珍珠白 | 规格: Pro版。支持全国联保，实木环保材质。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,【美的旗舰店】美的 厨具 119型，重量: 22.0kg | 颜色: 珍珠白 | 规格: 标准版。实木环保材质。现在下单享赠品随单送。,SPU001119,美的 厨具 119型,厨具,美的,重量: 22.0kg | 颜色: 珍珠白 | 规格: 标准版,【美的旗舰店】美的 厨具 119型，重量: 22.0kg | 颜色: 珍珠白 | 规格: 标准版。实木环保材质。现在下单享赠品随单送。,,,,,,,,,
product,家居,,,【海尔旗舰店】海尔 厨具 120型，重量: 11.0kg。北欧简约风格。现在下单享赠品随单送。,SPU001120,海尔 厨具 120型,厨具,海尔,重量: 11.0kg,【海尔旗舰店】海尔 厨具 120型，重量: 11.0kg。北欧简约风格。现在下单享赠品随单送。,,,,,,,,,
product,家居,,,苹果官方正品苹果 厨具 121型，规格: 标准版。支持全国联保，人体工学设计。已通过家居行业标准认证。,SPU001121,苹果 厨具 121型,厨具,苹果,规格: 标准版,苹果官方正品苹果 厨具 121型，规格: 标准版。支持全国联保，人体工学设计。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,苹果苹果 厨具 122型，规格: Pro版。家居品类热销产品，累计好评46万+。实木环保材质,SPU001122,苹果 厨具 122型,厨具,苹果,规格: Pro版,苹果苹果 厨具 122型，规格: Pro版。家居品类热销产品，累计好评46万+。实木环保材质,,,,,,,,,
product,家居,,,李宁官方正品李宁 厨具 123型，颜色: 雾霾蓝 | 规格: 旗舰版。支持全国联保，实木环保材质。已通过家居行业标准认证。,SPU001123,李宁 厨具 123型,厨具,李宁,颜色: 雾霾蓝 | 规格: 旗舰版,李宁官方正品李宁 厨具 123型，颜色: 雾霾蓝 | 规格: 旗舰版。支持全国联保，实木环保材质。已通过家居行业标准认证。,,,,,,,,,
product,家居,,,百草味百草味 厨具 124型，规格: Pro版 | 颜色: 樱花粉。家居品类热销产品，累计好评2万+。实木环保材质,SPU001124,百草味 厨具 124型,厨具,百草味,规格: Pro版 | 颜色: 樱花粉,百草味百草味 厨具 124型，规格: Pro版 | 颜色: 樱花粉。家居品类热销产品，累计好评2万+。实木环保材质,,,,,,,,,
product,家居,,,【海尔旗舰店】海尔 厨具 125型，规格: 旗舰版 | 重量: 18.0kg | 颜色: 樱花粉。多功能收纳。现在下单享30天价保。,SPU001125,海尔 厨具 125型,厨具,海尔,规格: 旗舰版 | 重量: 18.0kg | 颜色: 樱花粉,【海尔旗舰店】海尔 厨具 125型，规格: 旗舰版 | 重量: 18.0kg | 颜色: 樱花粉。多功能收纳。现在下单享30天价保。,,,,,,,,,
product,家居,,,百草味百草味 厨具 126型，颜色: 星空灰 | 规格: 标准版 | 重量: 8.7kg。家居品类热销产品，累计好评1万+。北欧简约风格,SPU001126,百草味 厨具 126型,厨具,百草味,颜色: 星空灰 | 规格: 标准版 | 重量: 8.7kg,百草味百草味 厨具 126型，颜色: 星空灰 | 规格: 标准版 | 重量: 8.7kg。家居品类热销产品，累计好评1万+。北欧简约风格,,,,,,,,,
product,家居,,,阿迪达斯阿迪达斯 厨具 127型，规格: Lite版 | 重量: 12.9kg。家居品类热销产品，累计好评45万+。多功能收纳,SPU001127,阿迪达斯 厨具 127型,厨具,阿迪达斯,规格: Lite版 | 重量: 12.9kg,阿迪达斯阿迪达斯 厨具 127型，规格: Lite版 | 重量: 12.9kg。家居品类热销产品，累计好评45万+。多功能收纳,,,,,,,,,
product,家居,,,【伊利旗舰店】伊利 厨具 128型，规格: Lite版。人体工学设计。现在下单享赠品随单送。,SPU001128,伊利 厨具 128型,厨具,伊利,规格: Lite版,【伊利旗舰店】伊利 厨具 128型，规格: Lite版。人体工学设计。现在下单享赠品随单送。,,,,,,,,,
