type,spu_id,spu_name,category,sub_category,brand,specs,description,clean_text
product,SPU001184,华为 灯具 184型,家居,灯具,华为,规格: 标准版 | 重量: 18.3kg | 颜色: 珍珠白,华为官方正品华为 灯具 184型，规格: 标准版 | 重量: 18.3kg | 颜色: 珍珠白。支持全国联保，实木环保材质。已通过家居行业标准认证。,华为官方正品华为 灯具 184型，规格: 标准版 | 重量: 18.3kg | 颜色: 珍珠白。支持全国联保，实木环保材质。已通过家居行业标准认证。
product,SPU001185,李宁 灯具 185型,家居,灯具,李宁,颜色: 珍珠白 | 规格: Lite版,李宁官方正品李宁 灯具 185型，颜色: 珍珠白 | 规格: Lite版。支持全国联保，实木环保材质。已通过家居行业标准认证。,李宁官方正品李宁 灯具 185型，颜色: 珍珠白 | 规格: Lite版。支持全国联保，实木环保材质。已通过家居行业标准认证。
product,SPU001186,华为 灯具 186型,家居,灯具,华为,重量: 15.4kg,华为官方正品华为 灯具 186型，重量: 15.4kg。支持全国联保，人体工学设计。已通过家居行业标准认证。,华为官方正品华为 灯具 186型，重量: 15.4kg。支持全国联保，人体工学设计。已通过家居行业标准认证。
product,SPU001187,阿迪达斯 灯具 187型,家居,灯具,阿迪达斯,重量: 15.8kg | 规格: Pro版,阿迪达斯阿迪达斯 灯具 187型，重量: 15.8kg | 规格: Pro版。家居品类热销产品，累计好评19万+。北欧简约风格,阿迪达斯阿迪达斯 灯具 187型，重量: 15.8kg | 规格: Pro版。家居品类热销产品，累计好评19万+。北欧简约风格
product,SPU001188,科沃斯 灯具 188型,家居,灯具,科沃斯,重量: 0.4kg,【科沃斯旗舰店】科沃斯 灯具 188型，重量: 0.4kg。实木环保材质。现在下单享30天价保。,【科沃斯旗舰店】科沃斯 灯具 188型，重量: 0.4kg。实木环保材质。现在下单享30天价保。
product,SPU001189,海尔 灯具 189型,家居,灯具,海尔,规格: 升级版 | 重量: 13.6kg | 颜色: 珍珠白,海尔海尔 灯具 189型，规格: 升级版 | 重量: 13.6kg | 颜色: 珍珠白。家居品类热销产品，累计好评46万+。人体工学设计,海尔海尔 灯具 189型，规格: 升级版 | 重量: 13.6kg | 颜色: 珍珠白。家居品类热销产品，累计好评46万+。人体工学设计
product,SPU001190,欧莱雅 灯具 190型,家居,灯具,欧莱雅,颜色: 樱花粉,【欧莱雅旗舰店】欧莱雅 灯具 190型，颜色: 樱花粉。实木环保材质。现在下单享赠品随单送。,【欧莱雅旗舰店】欧莱雅 灯具 190型，颜色: 樱花粉。实木环保材质。现在下单享赠品随单送。
product,SPU001191,耐克 灯具 191型,家居,灯具,耐克,颜色: 樱花粉 | 重量: 10.3kg,【耐克旗舰店】耐克 灯具 191型，颜色: 樱花粉 | 重量: 10.3kg。人体工学设计。现在下单享限时包邮。,【耐克旗舰店】耐克 灯具 191型，颜色: 樱花粉 | 重量: 10.3kg。人体工学设计。现在下单享限时包邮。
product,SPU001192,三星 灯具 192型,家居,灯具,三星,重量: 20.8kg | 颜色: 经典黑,三星三星 灯具 192型，重量: 20.8kg | 颜色: 经典黑。家居品类热销产品，累计好评2万+。人体工学设计,三星三星 灯具 192型，重量: 20.8kg | 颜色: 经典黑。家居品类热销产品，累计好评2万+。人体工学设计
product,SPU001193,资生堂 灯具 193型,家居,灯具,资生堂,重量: 24.5kg | 颜色: 经典黑 | 规格: 旗舰版,资生堂官方正品资生堂 灯具 193型，重量: 24.5kg | 颜色: 经典黑 | 规格: 旗舰版。支持全国联保，实木环保材质。已通过家居行业标准认证。,资生堂官方正品资生堂 灯具 193型，重量: 24.5kg | 颜色: 经典黑 | 规格: 旗舰版。支持全国联保，实木环保材质。已通过家居行业标准认证。
product,SPU001194,小米 灯具 194型,家居,灯具,小米,规格: Pro版,小米官方正品小米 灯具 194型，规格: Pro版。支持全国联保，人体工学设计。已通过家居行业标准认证。,小米官方正品小米 灯具 194型，规格: Pro版。支持全国联保，人体工学设计。已通过家居行业标准认证。
product,SPU001195,欧莱雅 灯具 195型,家居,灯具,欧莱雅,颜色: 经典黑 | 重量: 22.9kg | 规格: 标准版,欧莱雅官方正品欧莱雅 灯具 195型，颜色: 经典黑 | 重量: 22.9kg | 规格: 标准版。支持全国联保，多功能收纳。已通过家居行业标准认证。,欧莱雅官方正品欧莱雅 灯具 195型，颜色: 经典黑 | 重量: 22.9kg | 规格: 标准版。支持全国联保，多功能收纳。已通过家居行业标准认证。
product,SPU001196,良品铺子 灯具 196型,家居,灯具,良品铺子,颜色: 雾霾蓝,【良品铺子旗舰店】良品铺子 灯具 196型，颜色: 雾霾蓝。多功能收纳。现在下单享30天价保。,【良品铺子旗舰店】良品铺子 灯具 196型，颜色: 雾霾蓝。多功能收纳。现在下单享30天价保。
product,SPU001197,兰蔻 灯具 197型,家居,灯具,兰蔻,重量: 10.6kg | 规格: 旗舰版,【兰蔻旗舰店】兰蔻 灯具 197型，重量: 10.6kg | 规格: 旗舰版。人体工学设计。现在下单享30天价保。,【兰蔻旗舰店】兰蔻 灯具 197型，重量: 10.6kg | 规格: 旗舰版。人体工学设计。现在下单享30天价保。
product,SPU001198,良品铺子 灯具 198型,家居,灯具,良品铺子,规格: Lite版 | 颜色: 经典黑 | 重量: 1.5kg,良品铺子良品铺子 灯具 198型，规格: Lite版 | 颜色: 经典黑 | 重量: 1.5kg。家居品类热销产品，累计好评30万+。多功能收纳,良品铺子良品铺子 灯具 198型，规格: Lite版 | 颜色: 经典黑 | 重量: 1.5kg。家居品类热销产品，累计好评30万+。多功能收纳
product,SPU001199,格力 灯具 199型,家居,灯具,格力,重量: 24.1kg | 颜色: 珍珠白 | 规格: Pro版,【格力旗舰店】格力 灯具 199型，重量: 24.1kg | 颜色: 珍珠白 | 规格: Pro版。北欧简约风格。现在下单享限时包邮。,【格力旗舰店】格力 灯具 199型，重量: 24.1kg | 颜色: 珍珠白 | 规格: Pro版。北欧简约风格。现在下单享限时包邮。
product,SPU001200,良品铺子 灯具 200型,家居,灯具,良品铺子,颜色: 星空灰 | 重量: 15.5kg,【良品铺子旗舰店】良品铺子 灯具 200型，颜色: 星空灰 | 重量: 15.5kg。人体工学设计。现在下单享限时包邮。,【良品铺子旗舰店】良品铺子 灯具 200型，颜色: 星空灰 | 重量: 15.5kg。人体工学设计。现在下单享限时包邮。
product,SPU001201,伊利 灯具 201型,家居,灯具,伊利,规格: Lite版 | 颜色: 经典黑 | 重量: 12.5kg,伊利伊利 灯具 201型，规格: Lite版 | 颜色: 经典黑 | 重量: 12.5kg。家居品类热销产品，累计好评3万+。实木环保材质,伊利伊利 灯具 201型，规格: Lite版 | 颜色: 经典黑 | 重量: 12.5kg。家居品类热销产品，累计好评3万+。实木环保材质
product,SPU001202,耐克 灯具 202型,家居,灯具,耐克,规格: 旗舰版 | 颜色: 经典黑 | 重量: 22.7kg,耐克耐克 灯具 202型，规格: 旗舰版 | 颜色: 经典黑 | 重量: 22.7kg。家居品类热销产品，累计好评30万+。人体工学设计,耐克耐克 灯具 202型，规格: 旗舰版 | 颜色: 经典黑 | 重量: 22.7kg。家居品类热销产品，累计好评30万+。人体工学设计
product,SPU001203,小米 灯具 203型,家居,灯具,小米,颜色: 星空灰,【小米旗舰店】小米 灯具 203型，颜色: 星空灰。人体工学设计。现在下单享限时包邮。,【小米旗舰店】小米 灯具 203型，颜色: 星空灰。人体工学设计。现在下单享限时包邮。
product,SPU001204,三星 灯具 204型,家居,灯具,三星,重量: 19.8kg | 颜色: 经典黑 | 规格: Lite版,三星三星 灯具 204型，重量: 19.8kg | 颜色: 经典黑 | 规格: Lite版。家居品类热销产品，累计好评42万+。实木环保材质,三星三星 灯具 204型，重量: 19.8kg | 颜色: 经典黑 | 规格: Lite版。家居品类热销产品，累计好评42万+。实木环保材质
product,SPU001205,安踏 灯具 205型,家居,灯具,安踏,重量: 6.1kg | 规格: 旗舰版 | 颜色: 雾霾蓝,安踏安踏 灯具 205型，重量: 6.1kg | 规格: 旗舰版 | 颜色: 雾霾蓝。家居品类热销产品，累计好评44万+。北欧简约风格,安踏安踏 灯具 205型，重量: 6.1kg | 规格: 旗舰版 | 颜色: 雾霾蓝。家居品类热销产品，累计好评44万+。北欧简约风格
product,SPU001206,华为 灯具 206型,家居,灯具,华为,颜色: 经典黑 | 规格: 升级版 | 重量: 6.4kg,华为华为 灯具 206型，颜色: 经典黑 | 规格: 升级版 | 重量: 6.4kg。家居品类热销产品，累计好评6万+。北欧简约风格,华为华为 灯具 206型，颜色: 经典黑 | 规格: 升级版 | 重量: 6.4kg。家居品类热销产品，累计好评6万+。北欧简约风格
product,SPU001207,海尔 灯具 207型,家居,灯具,海尔,重量: 0.6kg | 规格: Pro版 | 颜色: 雾霾蓝,海尔海尔 灯具 207型，重量: 0.6kg | 规格: Pro版 | 颜色: 雾霾蓝。家居品类热销产品，累计好评31万+。人体工学设计,海尔海尔 灯具 207型，重量: 0.6kg | 规格: Pro版 | 颜色: 雾霾蓝。家居品类热销产品，累计好评31万+。人体工学设计
product,SPU001208,耐克 灯具 208型,家居,灯具,耐克,重量: 12.7kg,耐克官方正品耐克 灯具 208型，重量: 12.7kg。支持全国联保，北欧简约风格。已通过家居行业标准认证。,耐克官方正品耐克 灯具 208型，重量: 12.7kg。支持全国联保，北欧简约风格。已通过家居行业标准认证。
product,SPU001209,三星 灯具 209型,家居,灯具,三星,重量: 2.9kg,三星三星 灯具 209型，重量: 2.9kg。家居品类热销产品，累计好评35万+。实木环保材质,三星三星 灯具 209型，重量: 2.9kg。家居品类热销产品，累计好评35万+。实木环保材质
product,SPU001210,格力 灯具 210型,家居,灯具,格力,颜色: 星空灰 | 规格: 标准版,格力官方正品格力 灯具 210型，颜色: 星空灰 | 规格: 标准版。支持全国联保，多功能收纳。已通过家居行业标准认证。,格力官方正品格力 灯具 210型，颜色: 星空灰 | 规格: 标准版。支持全国联保，多功能收纳。已通过家居行业标准认证。
product,SPU001211,三只松鼠 灯具 211型,家居,灯具,三只松鼠,颜色: 珍珠白 | 重量: 17.9kg,三只松鼠官方正品三只松鼠 灯具 211型，颜色: 珍珠白 | 重量: 17.9kg。支持全国联保，北欧简约风格。已通过家居行业标准认证。,三只松鼠官方正品三只松鼠 灯具 211型，颜色: 珍珠白 | 重量: 17.9kg。支持全国联保，北欧简约风格。已通过家居行业标准认证。
product,SPU001212,百草味 灯具 212型,家居,灯具,百草味,重量: 16.9kg,百草味百草味 灯具 212型，重量: 16.9kg。家居品类热销产品，累计好评19万+。多功能收纳,百草味百草味 灯具 212型，重量: 16.9kg。家居品类热销产品，累计好评19万+。多功能收纳
product,SPU001213,欧莱雅 灯具 213型,家居,灯具,欧莱雅,颜色: 星空灰 | 规格: 旗舰版 | 重量: 18.5kg,欧莱雅官方正品欧莱雅 灯具 213型，颜色: 星空灰 | 规格: 旗舰版 | 重量: 18.5kg。支持全国联保，实木环保材质。已通过家居行业标准认证。,欧莱雅官方正品欧莱雅 灯具 213型，颜色: 星空灰 | 规格: 旗舰版 | 重量: 18.5kg。支持全国联保，实木环保材质。已通过家居行业标准认证。
product,SPU001214,良品铺子 灯具 214型,家居,灯具,良品铺子,颜色: 樱花粉,良品铺子官方正品良品铺子 灯具 214型，颜色: 樱花粉。支持全国联保，实木环保材质。已通过家居行业标准认证。,良品铺子官方正品良品铺子 灯具 214型，颜色: 樱花粉。支持全国联保，实木环保材质。已通过家居行业标准认证。
product,SPU001215,耐克 灯具 215型,家居,灯具,耐克,颜色: 雾霾蓝,耐克官方正品耐克 灯具 215型，颜色: 雾霾蓝。支持全国联保，人体工学设计。已通过家居行业标准认证。,耐克官方正品耐克 灯具 215型，颜色: 雾霾蓝。支持全国联保，人体工学设计。已通过家居行业标准认证。
product,SPU001216,美的 灯具 216型,家居,灯具,美的,规格: 旗舰版 | 颜色: 经典黑 | 重量: 16.0kg,【美的旗舰店】美的 灯具 216型，规格: 旗舰版 | 颜色: 经典黑 | 重量: 16.0kg。北欧简约风格。现在下单享买二免一。,【美的旗舰店】美的 灯具 216型，规格: 旗舰版 | 颜色: 经典黑 | 重量: 16.0kg。北欧简约风格。现在下单享买二免一。
product,SPU001217,伊利 灯具 217型,家居,灯具,伊利,颜色: 樱花粉,伊利官方正品伊利 灯具 217型，颜色: 樱花粉。支持全国联保，多功能收纳。已通过家居行业标准认证。,伊利官方正品伊利 灯具 217型，颜色: 樱花粉。支持全国联保，多功能收纳。已通过家居行业标准认证。
product,SPU001218,格力 灯具 218型,家居,灯具,格力,重量: 11.2kg,【格力旗舰店】格力 灯具 218型，重量: 11.2kg。多功能收纳。现在下单享限时包邮。,【格力旗舰店】格力 灯具 218型，重量: 11.2kg。多功能收纳。现在下单享限时包邮。
product,SPU001219,三只松鼠 灯具 219型,家居,灯具,三只松鼠,重量: 19.5kg | 颜色: 星空灰 | 规格: 标准版,三只松鼠官方正品三只松鼠 灯具 219型，重量: 19.5kg | 颜色: 星空灰 | 规格: 标准版。支持全国联保，实木环保材质。已通过家居行业标准认证。,三只松鼠官方正品三只松鼠 灯具 219型，重量: 19.5kg | 颜色: 星空灰 | 规格: 标准版。支持全国联保，实木环保材质。已通过家居行业标准认证。
product,SPU001220,耐克 灯具 220型,家居,灯具,耐克,重量: 0.6kg | 规格: Pro版,耐克官方正品耐克 灯具 220型，重量: 0.6kg | 规格: Pro版。支持全国联保，实木环保材质。已通过家居行业标准认证。,耐克官方正品耐克 灯具 220型，重量: 0.6kg | 规格: Pro版。支持全国联保，实木环保材质。已通过家居行业标准认证。
product,SPU001221,百草味 灯具 221型,家居,灯具,百草味,颜色: 经典黑 | 规格: 升级版,百草味百草味 灯具 221型，颜色: 经典黑 | 规格: 升级版。家居品类热销产品，累计好评13万+。实木环保材质,百草味百草味 灯具 221型，颜色: 经典黑 | 规格: 升级版。家居品类热销产品，累计好评13万+。实木环保材质
product,SPU001222,阿迪达斯 灯具 222型,家居,灯具,阿迪达斯,重量: 19.4kg,阿迪达斯阿迪达斯 灯具 222型，重量: 19.4kg。家居品类热销产品，累计好评22万+。多功能收纳,阿迪达斯阿迪达斯 灯具 222型，重量: 19.4kg。家居品类热销产品，累计好评22万+。多功能收纳
product,SPU001223,三只松鼠 灯具 223型,家居,灯具,三只松鼠,颜色: 珍珠白,三只松鼠官方正品三只松鼠 灯具 223型，颜色: 珍珠白。支持全国联保，多功能收纳。已通过家居行业标准认证。,三只松鼠官方正品三只松鼠 灯具 223型，颜色: 珍珠白。支持全国联保，多功能收纳。已通过家居行业标准认证。
product,SPU001224,百草味 灯具 224型,家居,灯具,百草味,颜色: 樱花粉 | 规格: Lite版,百草味百草味 灯具 224型，颜色: 樱花粉 | 规格: Lite版。家居品类热销产品，累计好评38万+。人体工学设计,百草味百草味 灯具 224型，颜色: 樱花粉 | 规格: Lite版。家居品类热销产品，累计好评38万+。人体工学设计
product,SPU001225,美的 灯具 225型,家居,灯具,美的,颜色: 雾霾蓝,美的美的 灯具 225型，颜色: 雾霾蓝。家居品类热销产品，累计好评34万+。多功能收纳,美的美的 灯具 225型，颜色: 雾霾蓝。家居品类热销产品，累计好评34万+。多功能收纳
product,SPU001226,美的 灯具 226型,家居,灯具,美的,规格: 旗舰版 | 重量: 18.3kg | 颜色: 经典黑,美的官方正品美的 灯具 226型，规格: 旗舰版 | 重量: 18.3kg | 颜色: 经典黑。支持全国联保，多功能收纳。已通过家居行业标准认证。,美的官方正品美的 灯具 226型，规格: 旗舰版 | 重量: 18.3kg | 颜色: 经典黑。支持全国联保，多功能收纳。已通过家居行业标准认证。
product,SPU001227,华为 灯具 227型,家居,灯具,华为,颜色: 雾霾蓝,华为官方正品华为 灯具 227型，颜色: 雾霾蓝。支持全国联保，多功能收纳。已通过家居行业标准认证。,华为官方正品华为 灯具 227型，颜色: 雾霾蓝。支持全国联保，多功能收纳。已通过家居行业标准认证。
product,SPU001228,百草味 灯具 228型,家居,灯具,百草味,规格: 标准版 | 颜色: 雾霾蓝 | 重量: 22.4kg,【百草味旗舰店】百草味 灯具 228型，规格: 标准版 | 颜色: 雾霾蓝 | 重量: 22.4kg。人体工学设计。现在下单享限时包邮。,【百草味旗舰店】百草味 灯具 228型，规格: 标准版 | 颜色: 雾霾蓝 | 重量: 22.4kg。人体工学设计。现在下单享限时包邮。
product,SPU001229,三星 灯具 229型,家居,灯具,三星,颜色: 珍珠白,【三星旗舰店】三星 灯具 229型，颜色: 珍珠白。多功能收纳。现在下单享30天价保。,【三星旗舰店】三星 灯具 229型，颜色: 珍珠白。多功能收纳。现在下单享30天价保。
product,SPU001230,百草味 灯具 230型,家居,灯具,百草味,重量: 14.7kg | 颜色: 珍珠白,百草味百草味 灯具 230型，重量: 14.7kg | 颜色: 珍珠白。家居品类热销产品，累计好评8万+。多功能收纳,百草味百草味 灯具 230型，重量: 14.7kg | 颜色: 珍珠白。家居品类热销产品，累计好评8万+。多功能收纳
product,SPU001231,百草味 灯具 231型,家居,灯具,百草味,颜色: 雾霾蓝,百草味百草味 灯具 231型，颜色: 雾霾蓝。家居品类热销产品，累计好评11万+。实木环保材质,百草味百草味 灯具 231型，颜色: 雾霾蓝。家居品类热销产品，累计好评11万+。实木环保材质
product,SPU001232,三星 灯具 232型,家居,灯具,三星,颜色: 珍珠白 | 重量: 20.5kg | 规格: 升级版,三星三星 灯具 232型，颜色: 珍珠白 | 重量: 20.5kg | 规格: 升级版。家居品类热销产品，累计好评12万+。人体工学设计,三星三星 灯具 232型，颜色: 珍珠白 | 重量: 20.5kg | 规格: 升级版。家居品类热销产品，累计好评12万+。人体工学设计
product,SPU001233,资生堂 灯具 233型,家居,灯具,资生堂,重量: 24.7kg | 颜色: 经典黑,【资生堂旗舰店】资生堂 灯具 233型，重量: 24.7kg | 颜色: 经典黑。实木环保材质。现在下单享买二免一。,【资生堂旗舰店】资生堂 灯具 233型，重量: 24.7kg | 颜色: 经典黑。实木环保材质。现在下单享买二免一。
product,SPU001234,苹果 灯具 234型,家居,灯具,苹果,规格: 升级版,【苹果旗舰店】苹果 灯具 234型，规格: 升级版。北欧简约风格。现在下单享买二免一。,【苹果旗舰店】苹果 灯具 234型，规格: 升级版。北欧简约风格。现在下单享买二免一。
product,SPU001235,李宁 灯具 235型,家居,灯具,李宁,规格: Lite版 | 颜色: 雾霾蓝 | 重量: 13.3kg,【李宁旗舰店】李宁 灯具 235型，规格: Lite版 | 颜色: 雾霾蓝 | 重量: 13.3kg。多功能收纳。现在下单享买二免一。,【李宁旗舰店】李宁 灯具 235型，规格: Lite版 | 颜色: 雾霾蓝 | 重量: 13.3kg。多功能收纳。现在下单享买二免一。
product,SPU001236,安踏 灯具 236型,家居,灯具,安踏,重量: 3.1kg,【安踏旗舰店】安踏 灯具 236型，重量: 3.1kg。实木环保材质。现在下单享买二免一。,【安踏旗舰店】安踏 灯具 236型，重量: 3.1kg。实木环保材质。现在下单享买二免一。
product,SPU001237,三星 灯具 237型,家居,灯具,三星,重量: 8.9kg | 颜色: 经典黑 | 规格: Lite版,三星三星 灯具 237型，重量: 8.9kg | 颜色: 经典黑 | 规格: Lite版。家居品类热销产品，累计好评40万+。多功能收纳,三星三星 灯具 237型，重量: 8.9kg | 颜色: 经典黑 | 规格: Lite版。家居品类热销产品，累计好评40万+。多功能收纳
product,SPU001238,华为 灯具 238型,家居,灯具,华为,颜色: 樱花粉 | 重量: 2.6kg | 规格: Lite版,华为官方正品华为 灯具 238型，颜色: 樱花粉 | 重量: 2.6kg | 规格: Lite版。支持全国联保，人体工学设计。已通过家居行业标准认证。,华为官方正品华为 灯具 238型，颜色: 樱花粉 | 重量: 2.6kg | 规格: Lite版。支持全国联保，人体工学设计。已通过家居行业标准认证。
product,SPU001239,三只松鼠 灯具 239型,家居,灯具,三只松鼠,重量: 9.8kg,三只松鼠官方正品三只松鼠 灯具 239型，重量: 9.8kg。支持全国联保，北欧简约风格。已通过家居行业标准认证。,三只松鼠官方正品三只松鼠 灯具 239型，重量: 9.8kg。支持全国联保，北欧简约风格。已通过家居行业标准认证。
product,SPU001240,良品铺子 灯具 240型,家居,灯具,良品铺子,规格: 标准版 | 颜色: 经典黑 | 重量: 8.4kg,良品铺子良品铺子 灯具 240型，规格: 标准版 | 颜色: 经典黑 | 重量: 8.4kg。家居品类热销产品，累计好评33万+。人体工学设计,良品铺子良品铺子 灯具 240型，规格: 标准版 | 颜色: 经典黑 | 重量: 8.4kg。家居品类热销产品，累计好评33万+。人体工学设计
product,SPU001241,三只松鼠 灯具 241型,家居,灯具,三只松鼠,重量: 23.9kg | 规格: 标准版 | 颜色: 经典黑,三只松鼠三只松鼠 灯具 241型，重量: 23.9kg | 规格: 标准版 | 颜色: 经典黑。家居品类热销产品，累计好评25万+。人体工学设计,三只松鼠三只松鼠 灯具 241型，重量: 23.9kg | 规格: 标准版 | 颜色: 经典黑。家居品类热销产品，累计好评25万+。人体工学设计
product,SPU001242,小米 灯具 242型,家居,灯具,小米,规格: Pro版 | 重量: 8.6kg | 颜色: 雾霾蓝,小米官方正品小米 灯具 242型，规格: Pro版 | 重量: 8.6kg | 颜色: 雾霾蓝。支持全国联保，人体工学设计。已通过家居行业标准认证。,小米官方正品小米 灯具 242型，规格: Pro版 | 重量: 8.6kg | 颜色: 雾霾蓝。支持全国联保，人体工学设计。已通过家居行业标准认证。
product,SPU001243,百草味 护肤品 243型,美妆,护肤品,百草味,重量: 15.7kg,【百草味旗舰店】百草味 护肤品 243型，重量: 15.7kg。温和不刺激。现在下单享30天价保。,【百草味旗舰店】百草味 护肤品 243型，重量: 15.7kg。温和不刺激。现在下单享30天价保。
product,SPU001244,三只松鼠 护肤品 244型,美妆,护肤品,三只松鼠,规格: Pro版 | 重量: 11.5kg | 颜色: 雾霾蓝,三只松鼠官方正品三只松鼠 护肤品 244型，规格: Pro版 | 重量: 11.5kg | 颜色: 雾霾蓝。支持全国联保，持妆12小时。已通过美妆行业标准认证。,三只松鼠官方正品三只松鼠 护肤品 244型，规格: Pro版 | 重量: 11.5kg | 颜色: 雾霾蓝。支持全国联保，持妆12小时。已通过美妆行业标准认证。
product,SPU001245,李宁 护肤品 245型,美妆,护肤品,李宁,颜色: 樱花粉 | 重量: 8.3kg,李宁官方正品李宁 护肤品 245型，颜色: 樱花粉 | 重量: 8.3kg。支持全国联保，敏感肌适用。已通过美妆行业标准认证。,李宁官方正品李宁 护肤品 245型，颜色: 樱花粉 | 重量: 8.3kg。支持全国联保，敏感肌适用。已通过美妆行业标准认证。
product,SPU001246,兰蔻 护肤品 246型,美妆,护肤品,兰蔻,颜色: 樱花粉 | 重量: 8.2kg,【兰蔻旗舰店】兰蔻 护肤品 246型，颜色: 樱花粉 | 重量: 8.2kg。持妆12小时。现在下单享30天价保。,【兰蔻旗舰店】兰蔻 护肤品 246型，颜色: 樱花粉 | 重量: 8.2kg。持妆12小时。现在下单享30天价保。
product,SPU001247,资生堂 护肤品 247型,美妆,护肤品,资生堂,颜色: 经典黑 | 重量: 10.2kg,【资生堂旗舰店】资生堂 护肤品 247型，颜色: 经典黑 | 重量: 10.2kg。温和不刺激。现在下单享30天价保。,【资生堂旗舰店】资生堂 护肤品 247型，颜色: 经典黑 | 重量: 10.2kg。温和不刺激。现在下单享30天价保。
product,SPU001248,苹果 护肤品 248型,美妆,护肤品,苹果,颜色: 星空灰 | 规格: Lite版 | 重量: 10.0kg,苹果苹果 护肤品 248型，颜色: 星空灰 | 规格: Lite版 | 重量: 10.0kg。美妆品类热销产品，累计好评43万+。补水保湿,苹果苹果 护肤品 248型，颜色: 星空灰 | 规格: Lite版 | 重量: 10.0kg。美妆品类热销产品，累计好评43万+。补水保湿
product,SPU001249,阿迪达斯 护肤品 249型,美妆,护肤品,阿迪达斯,规格: Lite版,阿迪达斯阿迪达斯 护肤品 249型，规格: Lite版。美妆品类热销产品，累计好评30万+。敏感肌适用,阿迪达斯阿迪达斯 护肤品 249型，规格: Lite版。美妆品类热销产品，累计好评30万+。敏感肌适用
product,SPU001250,兰蔻 护肤品 250型,美妆,护肤品,兰蔻,规格: 升级版 | 颜色: 星空灰 | 重量: 12.0kg,【兰蔻旗舰店】兰蔻 护肤品 250型，规格: 升级版 | 颜色: 星空灰 | 重量: 12.0kg。持妆12小时。现在下单享赠品随单送。,【兰蔻旗舰店】兰蔻 护肤品 250型，规格: 升级版 | 颜色: 星空灰 | 重量: 12.0kg。持妆12小时。现在下单享赠品随单送。
product,SPU001251,资生堂 护肤品 251型,美妆,护肤品,资生堂,颜色: 雾霾蓝 | 重量: 16.2kg | 规格: 旗舰版,资生堂官方正品资生堂 护肤品 251型，颜色: 雾霾蓝 | 重量: 16.2kg | 规格: 旗舰版。支持全国联保，温和不刺激。已通过美妆行业标准认证。,资生堂官方正品资生堂 护肤品 251型，颜色: 雾霾蓝 | 重量: 16.2kg | 规格: 旗舰版。支持全国联保，温和不刺激。已通过美妆行业标准认证。
product,SPU001252,小米 护肤品 252型,美妆,护肤品,小米,颜色: 雾霾蓝,【小米旗舰店】小米 护肤品 252型，颜色: 雾霾蓝。补水保湿。现在下单享买二免一。,【小米旗舰店】小米 护肤品 252型，颜色: 雾霾蓝。补水保湿。现在下单享买二免一。
product,SPU001253,格力 护肤品 253型,美妆,护肤品,格力,规格: 标准版,格力格力 护肤品 253型，规格: 标准版。美妆品类热销产品，累计好评50万+。持妆12小时,格力格力 护肤品 253型，规格: 标准版。美妆品类热销产品，累计好评50万+。持妆12小时
product,SPU001254,三只松鼠 护肤品 254型,美妆,护肤品,三只松鼠,重量: 24.0kg | 规格: Pro版,三只松鼠官方正品三只松鼠 护肤品 254型，重量: 24.0kg | 规格: Pro版。支持全国联保，补水保湿。已通过美妆行业标准认证。,三只松鼠官方正品三只松鼠 护肤品 254型，重量: 24.0kg | 规格: Pro版。支持全国联保，补水保湿。已通过美妆行业标准认证。
product,SPU001255,苹果 护肤品 255型,美妆,护肤品,苹果,重量: 2.1kg | 规格: 标准版,苹果苹果 护肤品 255型，重量: 2.1kg | 规格: 标准版。美妆品类热销产品，累计好评43万+。敏感肌适用,苹果苹果 护肤品 255型，重量: 2.1kg | 规格: 标准版。美妆品类热销产品，累计好评43万+。敏感肌适用
product,SPU001256,三星 护肤品 256型,美妆,护肤品,三星,规格: 标准版,三星官方正品三星 护肤品 256型，规格: 标准版。支持全国联保，补水保湿。已通过美妆行业标准认证。,三星官方正品三星 护肤品 256型，规格: 标准版。支持全国联保，补水保湿。已通过美妆行业标准认证。
product,SPU001257,兰蔻 护肤品 257型,美妆,护肤品,兰蔻,重量: 8.6kg,兰蔻兰蔻 护肤品 257型，重量: 8.6kg。美妆品类热销产品，累计好评14万+。补水保湿,兰蔻兰蔻 护肤品 257型，重量: 8.6kg。美妆品类热销产品，累计好评14万+。补水保湿
product,SPU001258,三只松鼠 护肤品 258型,美妆,护肤品,三只松鼠,重量: 4.5kg,【三只松鼠旗舰店】三只松鼠 护肤品 258型，重量: 4.5kg。敏感肌适用。现在下单享30天价保。,【三只松鼠旗舰店】三只松鼠 护肤品 258型，重量: 4.5kg。敏感肌适用。现在下单享30天价保。
product,SPU001259,安踏 护肤品 259型,美妆,护肤品,安踏,规格: Pro版,安踏安踏 护肤品 259型，规格: Pro版。美妆品类热销产品，累计好评40万+。补水保湿,安踏安踏 护肤品 259型，规格: Pro版。美妆品类热销产品，累计好评40万+。补水保湿
product,SPU001260,苹果 护肤品 260型,美妆,护肤品,苹果,颜色: 雾霾蓝 | 重量: 13.3kg | 规格: 旗舰版,苹果官方正品苹果 护肤品 260型，颜色: 雾霾蓝 | 重量: 13.3kg | 规格: 旗舰版。支持全国联保，持妆12小时。已通过美妆行业标准认证。,苹果官方正品苹果 护肤品 260型，颜色: 雾霾蓝 | 重量: 13.3kg | 规格: 旗舰版。支持全国联保，持妆12小时。已通过美妆行业标准认证。
